week_date,date_format,segment,day_number,month_number,year_number,age_band,demographic,transactions,sales,region,avg_transaction,platform,week_day,week_number
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,2210,409549,AFRICA,185,Shopify,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,116591,5272146,ASIA,45,Retail,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,1221,228288,CANADA,187,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,421964,11879498,CANADA,28,Retail,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,374,56982,OCEANIA,152,Shopify,Monday,13
30/3/20,2020-03-30,C1,30,3,20,"Young Adults",Couples,30028,777609,CANADA,26,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,4,671,"SOUTH AMERICA",168,Shopify,Monday,13
30/3/20,2020-03-30,C1,30,3,20,"Young Adults",Couples,16,2416,"SOUTH AMERICA",151,Shopify,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,800,136242,CANADA,170,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,423778,17013995,"SOUTH AMERICA",40,Retail,Monday,13
30/3/20,2020-03-30,C3,30,3,20,Retirees,Couples,9,3183,EUROPE,354,Shopify,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,6818,264638,CANADA,39,Retail,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,1480,267356,USA,181,Shopify,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,4563,852348,OCEANIA,187,Shopify,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,1123,44103,"SOUTH AMERICA",39,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,50704,1434318,ASIA,28,Retail,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,9915,480292,EUROPE,48,Retail,Monday,13
30/3/20,2020-03-30,C1,30,3,20,"Young Adults",Couples,4121,119138,EUROPE,29,Retail,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,11,1539,"SOUTH AMERICA",140,Shopify,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,119,18991,USA,160,Shopify,Monday,13
30/3/20,2020-03-30,C3,30,3,20,Retirees,Couples,104145,5931859,USA,57,Retail,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,101405,5456448,AFRICA,54,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,61317,1893366,OCEANIA,31,Retail,Monday,13
30/3/20,2020-03-30,C1,30,3,20,"Young Adults",Couples,228,26389,ASIA,116,Shopify,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,1879,371226,USA,198,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,40447,1585355,ASIA,39,Retail,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,224,35113,AFRICA,157,Shopify,Monday,13
30/3/20,2020-03-30,C3,30,3,20,Retirees,Couples,221,30032,ASIA,136,Shopify,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,97533,5745698,USA,59,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,29,3610,USA,124,Shopify,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,511,19207,"SOUTH AMERICA",38,Retail,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,8447,400148,CANADA,47,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,16,1669,CANADA,104,Shopify,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,647,94379,OCEANIA,146,Shopify,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,42234,1409719,AFRICA,33,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,111,20933,CANADA,189,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,271,41858,AFRICA,154,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,1606647,46353236,AFRICA,29,Retail,Monday,13
30/3/20,2020-03-30,C3,30,3,20,Retirees,Couples,64288,3343796,CANADA,52,Retail,Monday,13
30/3/20,2020-03-30,C1,30,3,20,"Young Adults",Couples,2656,447217,OCEANIA,168,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,40685,1779138,AFRICA,44,Retail,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,95806,3273040,EUROPE,34,Retail,Monday,13
30/3/20,2020-03-30,C3,30,3,20,Retirees,Couples,459,72105,OCEANIA,157,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,530,81721,OCEANIA,154,Shopify,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,2594,95075,EUROPE,37,Retail,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,945,29827,"SOUTH AMERICA",32,Retail,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,156545,7982612,OCEANIA,51,Retail,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,152,31761,EUROPE,209,Shopify,Monday,13
30/3/20,2020-03-30,C3,30,3,20,Retirees,Couples,251188,11473884,ASIA,46,Retail,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,6,5100,EUROPE,850,Shopify,Monday,13
30/3/20,2020-03-30,F3,30,3,20,Retirees,Families,94906,5359011,CANADA,56,Retail,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,218,47503,EUROPE,218,Shopify,Monday,13
30/3/20,2020-03-30,F3,30,3,20,Retirees,Families,52,6858,USA,132,Shopify,Monday,13
30/3/20,2020-03-30,F3,30,3,20,Retirees,Families,2,563,"SOUTH AMERICA",282,Shopify,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,118,16986,CANADA,144,Shopify,Monday,13
30/3/20,2020-03-30,C3,30,3,20,Retirees,Couples,3348,135769,EUROPE,41,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,163,30543,USA,187,Shopify,Monday,13
30/3/20,2020-03-30,null,30,3,20,Unknown,Unknown,102,16858,CANADA,165,Shopify,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,41,5602,AFRICA,137,Shopify,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,4,614,EUROPE,154,Shopify,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,250,43373,ASIA,173,Shopify,Monday,13
30/3/20,2020-03-30,F3,30,3,20,Retirees,Families,17804,1102919,EUROPE,62,Retail,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,112779,4810806,AFRICA,43,Retail,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,26713,990555,USA,37,Retail,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,42422,2495237,USA,59,Retail,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,173099,6880157,OCEANIA,40,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,69,8571,OCEANIA,124,Shopify,Monday,13
30/3/20,2020-03-30,C2,30,3,20,"Middle Aged",Couples,164,48726,EUROPE,297,Shopify,Monday,13
30/3/20,2020-03-30,F3,30,3,20,Retirees,Families,393489,21964686,AFRICA,56,Retail,Monday,13
30/3/20,2020-03-30,C4,30,3,20,Retirees,Couples,30368,1537577,CANADA,51,Retail,Monday,13
30/3/20,2020-03-30,F3,30,3,20,Retirees,Families,561425,31000754,OCEANIA,55,Retail,Monday,13
30/3/20,2020-03-30,F2,30,3,20,"Middle Aged",Families,210446,10195041,ASIA,48,Retail,Monday,13
30/3/20,2020-03-30,C1,30,3,20,"Young Adults",Couples,1082,175043,ASIA,162,Shopify,Monday,13
30/3/20,2020-03-30,F1,30,3,20,"Young Adults",Families,6709,404539,EUROPE,60,Retail,Monday,13
30/3/20,2020-03-30,F3,30,3,20,Retirees,Families,18418,655556,CANADA,36,Retail,Monday,13
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,834,128561,ASIA,154,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,310,41349,ASIA,133,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,217,30966,ASIA,143,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,235,36602,AFRICA,156,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,174,27164,USA,156,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,17635,733092,CANADA,42,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,43453,1668703,AFRICA,38,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,148503,8483784,OCEANIA,57,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,2,424,"SOUTH AMERICA",212,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,9433,490857,EUROPE,52,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,2,101,EUROPE,51,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,1022,40564,EUROPE,40,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,238,40681,ASIA,171,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,69562,2639092,ASIA,38,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,6645,425233,EUROPE,64,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,211933,11256263,ASIA,53,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,6,952,EUROPE,159,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,1305,211935,AFRICA,162,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,770,155518,USA,202,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,28641,1631305,CANADA,57,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,67,10451,CANADA,156,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,81090,3403001,OCEANIA,42,Retail,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,33480,992719,USA,30,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,1487,272624,"SOUTH AMERICA",183,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,1183,53487,"SOUTH AMERICA",45,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,6642,359427,CANADA,54,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,427,70797,OCEANIA,166,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,114,18927,USA,166,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,62288,2275205,OCEANIA,37,Retail,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,121951,2924491,ASIA,24,Retail,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,54521,2490005,USA,46,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,521,99363,CANADA,191,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,58733,2644857,AFRICA,45,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,25146,934913,USA,37,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,26196,1063402,USA,41,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,3468,668640,AFRICA,193,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,360,57637,OCEANIA,160,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,13857,821867,EUROPE,59,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,297,50368,AFRICA,170,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,9,1657,EUROPE,184,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,180244,6529431,ASIA,36,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,136025,9109212,USA,67,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,2871,587886,OCEANIA,205,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,183,20348,ASIA,111,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,27580,1154771,CANADA,42,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,96,18898,"SOUTH AMERICA",197,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,146995,3839069,OCEANIA,26,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,468,21688,"SOUTH AMERICA",46,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,510,87071,CANADA,171,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,88243,2466974,AFRICA,28,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,205,35665,ASIA,174,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,6,792,"SOUTH AMERICA",132,Shopify,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,340638,20643828,OCEANIA,61,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,189,36632,EUROPE,194,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,40,6197,USA,155,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,339,40111,OCEANIA,118,Shopify,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,3,2641,EUROPE,880,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,144032,5641686,OCEANIA,39,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,59369,3558194,CANADA,60,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,93,15193,AFRICA,163,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,117412,5876430,ASIA,50,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,635,34819,"SOUTH AMERICA",55,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,575,102428,OCEANIA,178,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,85,14144,CANADA,166,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,3632,111490,"SOUTH AMERICA",31,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,1820,370700,AFRICA,204,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,3,544,EUROPE,181,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,517371,17753232,USA,34,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,14455,676027,CANADA,47,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,130,25184,USA,194,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,2,724,"SOUTH AMERICA",362,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,539,80055,OCEANIA,149,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,94,13530,USA,144,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,630,104736,CANADA,166,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,2054,344079,OCEANIA,168,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,371,68643,AFRICA,185,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,22703,1072428,USA,47,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,153,21088,OCEANIA,138,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,3844,709697,ASIA,185,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,385003,24184961,AFRICA,63,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,100,15582,USA,156,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,54448,1916161,AFRICA,35,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,80,12935,CANADA,162,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,34695,1500147,ASIA,43,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,1472,249319,ASIA,169,Shopify,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,231,36031,AFRICA,156,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,3519,665128,OCEANIA,189,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,30268,1074889,ASIA,36,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,1105,201220,USA,182,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,251026,12903677,ASIA,51,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,423,18776,"SOUTH AMERICA",44,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,1496,69135,EUROPE,46,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,40728,2161048,USA,53,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,24,3888,USA,162,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,539646,33975205,OCEANIA,63,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,82346,2439150,ASIA,30,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,282028,16405841,AFRICA,58,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,39531,2366196,USA,60,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,1100,205136,USA,186,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,2782,67500,"SOUTH AMERICA",24,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,70,9934,CANADA,142,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,1191,51475,"SOUTH AMERICA",43,Retail,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,92,21078,EUROPE,229,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,1290,210661,CANADA,163,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,326,50100,AFRICA,154,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,3424,151817,EUROPE,44,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,1557,297823,ASIA,191,Shopify,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,84529,3278901,OCEANIA,39,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,1918,360926,AFRICA,188,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,13,1429,CANADA,110,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,142,25142,USA,177,Shopify,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,306,47049,OCEANIA,154,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,87,10693,CANADA,123,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,87912,3191195,EUROPE,36,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,155750,8804157,OCEANIA,57,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,1161,234872,USA,202,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,17,4437,EUROPE,261,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,44,6376,"SOUTH AMERICA",145,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,1572,86536,"SOUTH AMERICA",55,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,239,44169,AFRICA,185,Shopify,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,214,25807,AFRICA,121,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,45,7186,"SOUTH AMERICA",160,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,87611,5700814,CANADA,65,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,107271,5209545,AFRICA,49,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,58,8146,AFRICA,140,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,40206,2488563,USA,62,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,10,1687,"SOUTH AMERICA",169,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,77,13943,CANADA,181,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,322,13326,"SOUTH AMERICA",41,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,17,3461,EUROPE,204,Shopify,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,260842,15563921,AFRICA,60,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,2838,141112,EUROPE,50,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,75,9911,ASIA,132,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,20,3341,"SOUTH AMERICA",167,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,98651,5790171,AFRICA,59,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,59840,2369529,AFRICA,40,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,157889,7201452,OCEANIA,46,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,8,725,EUROPE,91,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,6359,273739,CANADA,43,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,54,12314,"SOUTH AMERICA",228,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,45001,1938604,USA,43,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,1544,281698,ASIA,182,Shopify,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,77,10364,OCEANIA,135,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,427,80687,OCEANIA,189,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,12105,657865,USA,54,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,13544,499728,CANADA,37,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,110,21800,"SOUTH AMERICA",198,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,422,19536,"SOUTH AMERICA",46,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,142,40287,EUROPE,284,Shopify,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,56588,3556997,CANADA,63,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,962,44935,"SOUTH AMERICA",47,Retail,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,137,35028,EUROPE,256,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,1234,239583,ASIA,194,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,282,38402,OCEANIA,136,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,304,13320,"SOUTH AMERICA",44,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,134,22503,USA,168,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,2215,456932,AFRICA,206,Shopify,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,24,6472,"SOUTH AMERICA",270,Shopify,Monday,12
23/3/20,2020-03-23,C2,23,3,20,"Middle Aged",Couples,1079,35820,"SOUTH AMERICA",33,Retail,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,561,91783,USA,164,Shopify,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,166,20198,ASIA,122,Shopify,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,106692,4354200,AFRICA,41,Retail,Monday,12
23/3/20,2020-03-23,F2,23,3,20,"Middle Aged",Families,13831,902901,EUROPE,65,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,18041,708313,USA,39,Retail,Monday,12
23/3/20,2020-03-23,C1,23,3,20,"Young Adults",Couples,50861,2406407,CANADA,47,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,1919744,53960837,ASIA,28,Retail,Monday,12
23/3/20,2020-03-23,F3,23,3,20,Retirees,Families,62229,2548208,AFRICA,41,Retail,Monday,12
23/3/20,2020-03-23,F1,23,3,20,"Young Adults",Families,23138,1400498,CANADA,61,Retail,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,4356,736210,AFRICA,169,Shopify,Monday,12
23/3/20,2020-03-23,null,23,3,20,Unknown,Unknown,2271847,69763805,OCEANIA,31,Retail,Monday,12
23/3/20,2020-03-23,C4,23,3,20,Retirees,Couples,4102,240145,EUROPE,59,Retail,Monday,12
23/3/20,2020-03-23,C3,23,3,20,Retirees,Couples,3666,735023,OCEANIA,201,Shopify,Monday,12
